"Date","Friendly date","Repo name","Repo URL","PR title","PR URL"
2015-01-16T08:17:46Z,"Jan 16, 2015, 8:17 AM GMT","alphagov/publisher",https://github.com/alphagov/publisher,"Downtime messages begin at midnight the day before",/alphagov/publisher/pull/354
2015-01-15T14:32:57Z,"Jan 15, 2015, 2:32 PM GMT","alphagov/publisher",https://github.com/alphagov/publisher,"Remove modal fade shim previously used in tests",/alphagov/publisher/pull/352
2015-01-15T14:34:06Z,"Jan 15, 2015, 2:34 PM GMT","alphagov/publisher",https://github.com/alphagov/publisher,"Remove old bootstrap js tab shim",/alphagov/publisher/pull/351
2015-01-15T09:51:49Z,"Jan 15, 2015, 9:51 AM GMT","alphagov/publisher",https://github.com/alphagov/publisher,"Allow claiming of 2i when reviewer has been reset",/alphagov/publisher/pull/350
2015-01-13T08:13:05Z,"Jan 13, 2015, 8:13 AM GMT","alphagov/publisher",https://github.com/alphagov/publisher,"Improve display of important note changes",/alphagov/publisher/pull/347
2015-01-09T12:33:43Z,"Jan 9, 2015, 12:33 PM GMT","alphagov/publisher",https://github.com/alphagov/publisher,"After adding notes, redirect back to notes tab",/alphagov/publisher/pull/345
2015-01-06T13:43:57Z,"Jan 6, 2015, 1:43 PM GMT","alphagov/release",https://github.com/alphagov/release,"Upgrade Bootstrap to 3.3",/alphagov/release/pull/72
2015-02-27T10:19:50Z,"Feb 27, 2015, 10:19 AM GMT","alphagov/collections-publisher",https://github.com/alphagov/collections-publisher,"Upgrade to Bootstrap 3.3",/alphagov/collections-publisher/pull/16
2015-01-05T06:43:02Z,"Jan 5, 2015, 6:43 AM GMT","alphagov/publisher",https://github.com/alphagov/publisher,"Don't let ‘Claim 2i’ work when an edition is already claimed",/alphagov/publisher/pull/344
2015-01-06T10:34:10Z,"Jan 6, 2015, 10:34 AM GMT","alphagov/publisher",https://github.com/alphagov/publisher,"Make tabs on editions linkable, and work without js",/alphagov/publisher/pull/343
2014-12-30T12:26:20Z,"Dec 30, 2014, 12:26 PM GMT","alphagov/manuals-publisher",https://github.com/alphagov/manuals-publisher,"Add Google analytics",/alphagov/manuals-publisher/pull/368
2015-01-06T12:49:35Z,"Jan 6, 2015, 12:49 PM GMT","alphagov/contacts-admin",https://github.com/alphagov/contacts-admin,"Switch to using govuk_admin_template",/alphagov/contacts-admin/pull/167
2014-12-30T08:56:44Z,"Dec 30, 2014, 8:56 AM GMT","alphagov/govuk_admin_template",https://github.com/alphagov/govuk_admin_template,"Allow customisation of app's home path",/alphagov/govuk_admin_template/pull/56
2014-12-24T11:59:54Z,"Dec 24, 2014, 11:59 AM GMT","alphagov/publisher",https://github.com/alphagov/publisher,"Remove ‘Created by’ column from publication tables",/alphagov/publisher/pull/341
2014-12-24T11:02:41Z,"Dec 24, 2014, 11:02 AM GMT","alphagov/signon",https://github.com/alphagov/signon,"Show all event logs",/alphagov/signon/pull/297
2014-12-24T12:01:30Z,"Dec 24, 2014, 12:01 PM GMT","alphagov/travel-advice-publisher",https://github.com/alphagov/travel-advice-publisher,"Improve legibility of diff views",/alphagov/travel-advice-publisher/pull/78
2014-12-24T09:28:18Z,"Dec 24, 2014, 9:28 AM GMT","alphagov/signon",https://github.com/alphagov/signon,"Allow filtering of user list by user status",/alphagov/signon/pull/296
2014-12-24T12:02:19Z,"Dec 24, 2014, 12:02 PM GMT","alphagov/signon",https://github.com/alphagov/signon,"Prevent environment label from occasionally wrapping",/alphagov/signon/pull/295
2014-12-19T21:39:13Z,"Dec 19, 2014, 9:39 PM GMT","fofr/sam-and-paul.com",https://github.com/fofr/sam-and-paul.com,"Make sam-and-paul.com mobile friendly",/fofr/sam-and-paul.com/pull/2
2014-12-24T09:17:57Z,"Dec 24, 2014, 9:17 AM GMT","alphagov/publisher",https://github.com/alphagov/publisher,"Allow editing of business support editions without javascript",/alphagov/publisher/pull/339
2014-12-18T13:23:08Z,"Dec 18, 2014, 1:23 PM GMT","alphagov/publisher",https://github.com/alphagov/publisher,"Remove `minutes to complete` and `uses government gateway` fields",/alphagov/publisher/pull/338
2014-12-19T10:09:05Z,"Dec 19, 2014, 10:09 AM GMT","alphagov/frontend",https://github.com/alphagov/frontend,"Remove minutes to complete",/alphagov/frontend/pull/707
2014-12-18T12:11:17Z,"Dec 18, 2014, 12:11 PM GMT","alphagov/govuk_content_api",https://github.com/alphagov/govuk_content_api,"Remove mins to complete field",/alphagov/govuk_content_api/pull/208
2014-12-17T16:50:23Z,"Dec 17, 2014, 4:50 PM GMT","alphagov/govuk_content_models",https://github.com/alphagov/govuk_content_models,"Version 28.0.0",/alphagov/govuk_content_models/pull/275
2014-12-17T16:22:08Z,"Dec 17, 2014, 4:22 PM GMT","alphagov/govuk_content_models",https://github.com/alphagov/govuk_content_models,"Remove minutes to complete and ‘uses government gateway’",/alphagov/govuk_content_models/pull/273
2014-12-16T16:50:20Z,"Dec 16, 2014, 4:50 PM GMT","alphagov/publisher",https://github.com/alphagov/publisher,"Improve legibility of diff views",/alphagov/publisher/pull/335
2014-12-16T09:44:58Z,"Dec 16, 2014, 9:44 AM GMT","alphagov/publisher",https://github.com/alphagov/publisher,"Remove the 'Archive by' column from archived publications table",/alphagov/publisher/pull/334
2014-12-15T09:34:28Z,"Dec 15, 2014, 9:34 AM GMT","fofr/designscifi.com",https://github.com/fofr/designscifi.com,"Create first components",/fofr/designscifi.com/pull/2
2014-12-14T17:21:31Z,"Dec 14, 2014, 5:21 PM GMT","fofr/designscifi.com",https://github.com/fofr/designscifi.com,"Create static site with Jekyll and Bootstrap",/fofr/designscifi.com/pull/1
2014-12-12T07:28:59Z,"Dec 12, 2014, 7:28 AM GMT","alphagov/publisher",https://github.com/alphagov/publisher,"Fix wrapping environment label with admin gem bump",/alphagov/publisher/pull/331
2014-12-12T05:01:49Z,"Dec 12, 2014, 5:01 AM GMT","alphagov/publisher",https://github.com/alphagov/publisher,"Add publication format to edition view",/alphagov/publisher/pull/330
2014-12-08T15:57:02Z,"Dec 8, 2014, 3:57 PM GMT","alphagov/govuk_admin_template",https://github.com/alphagov/govuk_admin_template,"Make event tracking work with universal analytics",/alphagov/govuk_admin_template/pull/55
2014-12-05T17:18:34Z,"Dec 5, 2014, 5:18 PM GMT","alphagov/govuk_admin_template",https://github.com/alphagov/govuk_admin_template,"Prevent environment indicator from occasionally wrapping",/alphagov/govuk_admin_template/pull/54
2014-12-05T12:35:21Z,"Dec 5, 2014, 12:35 PM GMT","alphagov/publisher",https://github.com/alphagov/publisher,"Tweak messaging and secondary field sizes",/alphagov/publisher/pull/323
2014-12-02T14:10:24Z,"Dec 2, 2014, 2:10 PM GMT","alphagov/search-admin",https://github.com/alphagov/search-admin,"Upgrade Bootstrap to 3.3",/alphagov/search-admin/pull/21
2014-12-05T08:49:46Z,"Dec 5, 2014, 8:49 AM GMT","alphagov/short-url-manager",https://github.com/alphagov/short-url-manager,"Upgrade Bootstrap to 3.3",/alphagov/short-url-manager/pull/18
2014-12-04T16:26:04Z,"Dec 4, 2014, 4:26 PM GMT","alphagov/manuals-publisher",https://github.com/alphagov/manuals-publisher,"Upgrade Bootstrap to 3.3",/alphagov/manuals-publisher/pull/338
2014-12-03T11:36:55Z,"Dec 3, 2014, 11:36 AM GMT","alphagov/maslow",https://github.com/alphagov/maslow,"Upgrade Bootstrap to 3.3",/alphagov/maslow/pull/134
2014-12-05T07:49:39Z,"Dec 5, 2014, 7:49 AM GMT","alphagov/travel-advice-publisher",https://github.com/alphagov/travel-advice-publisher,"Upgrade Bootstrap to 3.3",/alphagov/travel-advice-publisher/pull/75
2014-12-05T07:38:48Z,"Dec 5, 2014, 7:38 AM GMT","alphagov/signon",https://github.com/alphagov/signon,"Upgrade Bootstrap to 3.3",/alphagov/signon/pull/292
2014-12-05T07:23:57Z,"Dec 5, 2014, 7:23 AM GMT","alphagov/panopticon",https://github.com/alphagov/panopticon,"Upgrade Bootstrap to 3.3",/alphagov/panopticon/pull/238
2014-12-05T08:29:53Z,"Dec 5, 2014, 8:29 AM GMT","alphagov/imminence",https://github.com/alphagov/imminence,"Upgrade Bootstrap to 3.3",/alphagov/imminence/pull/104
2014-12-04T14:47:44Z,"Dec 4, 2014, 2:47 PM GMT","alphagov/publisher",https://github.com/alphagov/publisher,"Upgrade to Bootstrap 3.3",/alphagov/publisher/pull/320
2014-11-24T14:01:53Z,"Nov 24, 2014, 2:01 PM GMT","alphagov/govuk_admin_template",https://github.com/alphagov/govuk_admin_template,"Upgrade Bootstrap to 3.3",/alphagov/govuk_admin_template/pull/53
2014-11-26T13:03:07Z,"Nov 26, 2014, 1:03 PM GMT","alphagov/publisher",https://github.com/alphagov/publisher,"Hide earlier emails in a fact check received email chain",/alphagov/publisher/pull/308
